Bedspace Ortigas Bed space Ortigas Bedspace Ortigas Bedspace Pasig Bed space Pasig Bedspace Male Bed space Ortigas Pasig Male,4000,"Males only. CLEAN & COVID FREE. ONLY 2 PAX PER ROOM. FREE STRONG WIFI 45MBPS CONVERGE ICT.  We are located in the middle of Ortigas Center inside a private village with cctv cameras and guards.  3 min walking distance to Capitol Commons & DEPED, 5 min to Ayala Mall the 30th, 10 min to Tektite Tower, SM Megamall,  LRT Shang Mall. 15 min to Poduim & St. Francis Square, other nearby malls are Robinsons Galleria & Metrowalk etc. Beddings are provided and laundered. Cleaning lady daily cleans all common areas such as toilets, showers and hallway. No curfew. Since there are 3 showers, 3 toilets and 3 sinks, you don't have to wait your turn to get ready in the mornings. No cooking. 1 month advance, 1 month deposit. All in electricity and water.   Please call or text Genna for site visit +639275061473",,4,5,Metro Manila (NCR),Pasig City,,33,,,,https://www.carousell.ph/p/bedspace-ortigas-bed-space-ortigas-bedspace-ortigas-bedspace-pasig-bed-space-pasig-bedspace-male-bed-space-ortigas-pasig-male-1012126105/?t-id=Q64geTJiGA_1612755374498&t-referrer_browse_type=search_results&t-referrer_request_id=zk4vMCmQGBgAxOyB&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2020/6/8/bedspace_ortigas_pasig_male_1591620735_15b542fc_progressive.jpg,
Quezon City Bedspace,2600,"NEWLY RENOVATED BEDSPACE  

Location: Brgy. Bungad, Quezon City 
Walking distance to SM North Edsa, Trinoma, West Avenue

Accessible to Fishermall, Waltermart Munoz, Quezon Ave
Walking distance sa sakayan ng jeep at bus 

Inclusive of; 
- water and electricity
- covered parking 
- mattress
- cabinet with padlock latch (provide your own padlock)
- own key

- Big outdoor space 
- Common kitchen and dining
- Common toilet & bath
- Keycard main door entrance 

2-4 pax per room, 2,600.00-2,700 php per person
First floor- for males
Second floor- for ladies ",,,,Metro Manila (NCR),Quezon City,Bungad,400,,2+,,https://www.carousell.ph/p/quezon-city-bedspace-1067749839/?t-id=_lYKpUXMVM_1612755682858&t-referrer_browse_type=search_results&t-referrer_request_id=WthQahhsNSVEo_yf&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2021/2/6/quezon_city_bedspace_1612572699_de97bf66_progressive.jpg,
Bedspace (Pioneer Woodlands Condominium),6500,"Looking for 1 female bedspacer to share with us in a 2br condo Includes assoc dues, but excludes utilities payment.

50mbps Wifi
34.5sqm Condo Unit
Fully furnished (Sobrang linis)
1month adv and deposit. (Payment terms)
A/C rooms


Deposit can be transferred upon move in

(Only 3 in a condo)
Pet friendly
Connected to Boni Station
Walking distance to Rob Forum/ SM light/Shangrila
Pioneer Cpd

Php. 6,500",,2,1,Metro Manila (NCR),Mandaluyong City,Barangka Ilaya,34.6,,,Yes,https://www.carousell.ph/p/bedspace-pioneer-woodlands-condominium-1067730239/?t-id=_lYKpUXMVM_1612755682858&t-referrer_browse_type=search_results&t-referrer_request_id=WthQahhsNSVEo_yf&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2021/2/5/bedspace_pioneer_woodlands_con_1612545627_12985a03_progressive.jpg,
BEDSPACE for Rent MALE Manila back of UST near Dangwa SM San Lazaro,990,"Bedspace in a concrete room in Laon Laan ,Sampaloc 

only 4 in a room
has high ceiling with big wide windows
well ventilated and illuminated
freshko 
with individual cabinet, closet, electric fan, mattress(not in d pics)
with study table, chairs, study lamp 
is clean, well-maintained 
is safe , (no curfew yet safe and secured)
is quiet and private
with a big terrace and a living room , washing area, etc.. 
cheapest rent
has no mosquitoes and other pests
very clean well maintained comfort room and bathroom
water dispenser provided
flood free area
room mates well-screened for security
COVID-FREE
near Review Centers in Espana 
UST students or other school in university belt
   working..reviewees and seaman, trainees, transients
send text to 0906 159 9454 or to messenger  Billy S. Madrid",,,,Metro Manila (NCR),Manila,,20,,,,https://www.carousell.ph/p/bedspace-for-rent-male-manila-back-of-ust-near-dangwa-sm-san-lazaro-238851598/?t-id=pkPVRrbcbk_1612756052182&t-referrer_browse_type=search_results&t-referrer_request_id=IgcV7fYbJbPI9LTB&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2019/07/12/175447_238851598_bbb38270.jpg,
Bedspace for ladies rotonda pasig,2000,"Bedspace for ladies only
2000 all in
3min walk from rotonda
22f caruncho st caniogan pasig
(0942) 207 06 07",,,,Metro Manila (NCR),Pasig City,,,,,,https://www.carousell.ph/p/bedspace-for-ladies-rotonda-pasig-238543849/?t-id=ON2fmHtiv-_1612756255807&t-referrer_browse_type=search_results&t-referrer_request_id=cf6CUbEmeb4fs-dx&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2019/07/11/235809_238543849_31f7f333.jpg,
Bedspace/Room for Rent (GA Tower 2),4000,"Bedspace/Room for Rent (Condo-Sharing) Male only
4k-8k/month
Fully furnished

Amenities:
Fitness Gym
Swimming pool",For Inquiry: 09953645461/09474264138,3,2,Metro Manila (NCR),Mandaluyong City,Malamig,150,,,,https://www.carousell.ph/p/bedspace-room-for-rent-ga-tower-2-1061765445/?t-id=lVdRzwEZAI_1612756863435&t-referrer_browse_type=search_results&t-referrer_request_id=Eq7X9RO2wpt35yiQ&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2021/1/10/room_for_rent_ga_tower_2_1610256208_32f06a82_progressive.jpg,
LADY BEDSPACE 4500 ALL IN/ROOM FOR RENT 13K ALL IN (MANDALUYONG CITY),4500,"The unit is a newly renovated 2-storey condominium with 73.35sqm. It can accommodate up to 8 persons: bigger room-3 single size double decks, (6 persons) and a room for rent which has an R-type double deck, (2 persons).  Viewing is by appointment only.

INCLUSIONS:
-Will cover water, elecricity and Condo dues
-Appliances (Rice Cooker, Refrigerator, Electric kettle, Induction Cooker, etc)
-Spacious Dining Area
-Smoke Detector
-2 Toilet and Bath
-24/7 CCTV Security (monitored at all times)
-Free Car Parking for 2 hours (if there is available)
-Free Motorcycle Parking


AMENITIES:
-Airconditioned Lobby 
-4 Swimming Pools (2-Adults, 2-Kids)
-3 Conference Rooms
-3 Gyms
-2 Basketball Courts
-2 Gardens
-2 Play area for kids
-Jogging trail

Near: 
-Commercial Offices, Accenture, and Globe 
-Robinsons Forum
-MRT Boni
-Light Mall
-VRP Hospital
-Accessible  to Makati, Ortigas, BGC, etc.

REQUIREMENTS:
-2 Valid IDs
-NBI Clearance
-1 month deposit (Thru Post-dated check)
-2 months advance payment (Thru Post-dated checks)
-minimum 6 months contract

NOTE:
-No SHORT TERM
-No Visitors Allowed
-No curfew with own keys

Address: 5th flr. Unit XXXX Gateway Garden Heights, Pioneer St. Barangay Barangka Ilaya, Mandaluyong City

For viewing schedule, email ",Pioneer St.,2,2,Metro Manila (NCR),Mandaluyong City,Barangka Ilaya,73.35,,0,,https://www.carousell.ph/p/lady-bedspace-4500-all-in-room-for-rent-13k-all-in-mandaluyong-city-1064905642/?t-id=lVdRzwEZAI_1612756863435&t-referrer_browse_type=search_results&t-referrer_request_id=6OZDOpjsugBPH3xY&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2021/1/24/lady_bedspace_5k_all_inroom_fo_1611458851_7e7b8f0c_progressive,
Bedspace/Room for rent (GA Tower 2) Male only,4000,"Contact person: Gio
Mobile#: 09474264138/09953645461

-Fully furnished loft type condo-sharing.
-Accessible to MRT and all other public utility vehicles.
-Near SM Light, Robinsons Pioneer, Shangri-La, and Megamall.
-Ideal for couples.
-Good view facing EDSA.

Amenities:
-Gym (2nd flr)
-Swimming pool (2nd flr. & roofdeck)","GA Tower 2 Boni cor. EDSA, Brgy. Malamig, Mandaluyong City.

Mobile#: 09474264138/09953645461",3,2,Metro Manila (NCR),Mandaluyong City,,150,,,,https://www.carousell.ph/p/bedspace-room-for-rent-ga-tower-2-male-only-282216080/?t-id=zFjVBZHeuj_1612757100756&t-referrer_browse_type=search_results&t-referrer_request_id=y2KrCGREmwo1fmR_&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2020/03/09/bedspaceroom_for_rent_1583746476_226be0aa_progressive.jpg,
SM Jazz Bedspace,5000,"Looking for one (1) male room mate ??
1 bedroom unit in SM Jazz Residences, Makati
P5,000++ monthly rental

With unlimited use of amenities including:
Fibr Wifi
Swimming Pool
Gym
Lobby Lounge with Wifi
+ Easy access to SM Jazz Mall below the condo

Please contact me at 09274982627 for more details ??

Rent Details:
- Unit rent will be P5,000 per month excluding utility fees which will be shared by all tenants including myself

- Needed security requirements: Company ID / School ID / Passport and NBI Clearance

- Contract Requirement: 6 months (can be negotiable)

- 1 month advance, 1 month security deposit needed","SM Jazz Residences, Jupiter St. Makati",1,1,Metro Manila (NCR),Makati City,,34,,,,https://www.carousell.ph/p/sm-jazz-bedspace-270775350/?t-id=og4ueu5H7D_1613034330565&t-referrer_browse_type=search_results&t-referrer_request_id=KEdVe80IIK-JEbQz&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2020/01/03/sm_jazz_bedspace_1578021363_96b98b4d_progressive.jpg,description
Bedspace Room for rent in Las pinas..,1200,"Location: Rainbow Marcos Alvarez
7 rms avail.here...
2 - common toilets
4 - common bathrooms
We have submeters.
With  water tank & maynilad
With electric generator

Free Wifi ..   FEMALES ONLY
Electric Fan, Bed , screens,tv
1mo adv; 1mo deposit; 1mo refundable
min 3mos lock period else u forfeit ur deposit

Near Robinson, SM Southmall , Ayala  Town , Puregold,Northgate,  Savemore, las pinas medical . Shopwise, savemore, SM Pamplona

Contact Nilda Villar

0917-  703- 4338  Globe
8802- 1319. Landline",,5,4,Metro Manila (NCR),Las Pinas,,100,,,,https://www.carousell.ph/p/bedspace-room-for-rent-in-las-pinas-239341352/?t-id=og4ueu5H7D_1613034330565&t-referrer_browse_type=search_results&t-referrer_request_id=KEdVe80IIK-JEbQz&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2019/10/27/bedspace_room_for_rent_in_las_pinas_1572122966_6b61343a_progressive.jpg,
Lf working female bedspacer,330,"Viewing anytime. 

LF: Working female bedspacer

Location: Cembo, Makati

??Only 1 upper bunk left ??

?? Accessible to most places.
?? Minimum 6 months 

Inclusions:
?Electric bill
?Water bill
? New Aircon (10hrs a day)
?Ceiling fan
?Bunkbed
?New Mattress and pillow
?Cabinet 
?Secured gate
? 24 hour cctv operated

??Nasa may main road ang bahay(along kalayaan ave.)
??10mins walk to BGC
??1 ride to Market!Market!/ SM Aura
??1 ride to Ayala
??1 ride to Rockwell
??1 ride to Pasig
??1 ride to Antipolo
??1 ride to Taytay
??1 ride to Cainta
??2 rides to mandaluyong
??2 rides to ortigas

Pm me for more details.",,2,2,Metro Manila (NCR),Makati City,Cembo,35,,,,https://www.carousell.ph/p/lf-working-female-bedspacer-1068424763/?t-id=og4ueu5H7D_1613034330565&t-referrer_browse_type=search_results&t-referrer_request_id=KEdVe80IIK-JEbQz&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2021/2/8/lf_working_female_bedspacer_1612824673_aeed591d_progressive.jpg,description
Bedspacer - UP Campus,3000,"Room good for (2) two
Both male/Both female occupant

Residential Area near UP Town Center and UP technohub
Inclusive: Electricity, Water and Wifi connection

look for Gina - 09175142843

#bedspacer #roomforrent #quezoncity",UP Campus,,,Metro Manila (NCR),Quezon City,,0,,,,https://www.carousell.ph/p/bedspacer-up-campus-1030436612/?t-id=og4ueu5H7D_1613034330565&t-referrer_browse_type=search_results&t-referrer_request_id=KEdVe80IIK-JEbQz&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2020/8/23/bedspacer__up_campus_1598170528_5a028a12_progressive.jpg,
Bedspacer - Single UP Campus,3500,"Single Room
Communal Cr

Inclusive: Electricity, Water and Wifi connection

Residential Area near UP Town Center

Look for Gina - 09175142843

#bedspacer #rent #quezoncity",UP Campus,,,Metro Manila (NCR),Quezon City,,0,,,,https://www.carousell.ph/p/bedspacer-single-up-campus-1030608300/?t-id=og4ueu5H7D_1613034330565&t-referrer_browse_type=search_results&t-referrer_request_id=KEdVe80IIK-JEbQz&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2020/8/24/bedspacer__single_up_campus_1598240585_892e4157_progressive.jpg,
Female bedspace Plainview/Boni Mandaluyong,2500,"Helping a friend
Female Bedspace Plainview Mandaluyong

> Can wash and cook
>Has own bed frame not double deck
>With cabinet
>Only two women inside the room
>Pwede nang lumipat agad
>Spacious room pm ill send the video
>Its a house with rooms so you can roam around.

PM  or contact 09167971879 for viewing",,1,,Metro Manila (NCR),Mandaluyong City,Plainview,1,,,,https://www.carousell.ph/p/female-bedspace-plainview-boni-mandaluyong-1068855984/?t-id=og4ueu5H7D_1613034330565&t-referrer_browse_type=search_results&t-referrer_request_id=KEdVe80IIK-JEbQz&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2021/2/11/female_bedspace_plainview_mand_1613014116_cf4c379d_progressive.jpg,
Condo Sharing/Bedspace,6500,"CONDO SHARE/BEDSPACE????
ALL THE INFORMATIONS WILL BE LISTED BELOW! 

PLEASE, MESSAGE ME IF YOU?E INTERESTED AND FEEL FREE TO ASK??
?? INFORMATIONS
Amaia Skies Shaw Condominium 
29th Floor 
Fully Furnished 
Facing Amenities
1 year Contract
MOVE IN ANYTIME

 ? CONDO SHARING / BEDSPACE
All Female (3 Pax available)

ALL IN ????
PHP 6,500/month 
2 months deposit 1 month Advance

Inclusions
??Electricity
??Water 
??WIFI 50 mbps
?? Free use of Utilities 
?? Free use of Amenities
??Association Dues 

? Parking

?? UTILITIES
* AirCon
* Kitchen Cabinets
* Refrigerator 
* Automatic washer
* Electric stove 
* Sofa 
* TV with Netflix 
* Shower hot/cold
* Room Cabinet

??AMENITIES
* Swimming pool
* Playground
* landscaped garden
* Jogging path

 ?? LOCATION 
 Shaw Blvd corner Samat Street, Barangay Highway Hills, Mandaluyong City
* Accessible from EDSA and Shaw Blvd.
* Accessible to Shaw station of MRT and transport stations such as Jeepneys, buses and Shuttle services.
* Close to schools, recreational center, hospitals and various commercial establishments such as EDSA Central, Starmall, Shangri-la and SM Megamall.",Samat,1,1,Metro Manila (NCR),Mandaluyong City,Highway Hills,32,,0,,https://www.carousell.ph/p/condo-sharing-bedspace-1068848784/?t-id=bqenxm7RYf_1613034548493&t-referrer_browse_type=search_results&t-referrer_request_id=lNTnYBInU8cv2KO1&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2021/2/11/condo_sharingbedspace_1613011330_9ccd712e_progressive.jpg,description
Bedspace for rent Fame Residences Condominium,5000,"?Looking for 2 female bedspacers
??with 2 existing tenants.
??5,000 per head. 
?? fully furnished
?? WiFi, water and electricity not included.
??6 months to 1 year contract
??1 month advance and 1 month security deposit. 

Kindly sms me for faster transaction. 

Thanks for viewing!","EDSA Shaw Boulevard Mayflower Street, Brgy. Highway Hills, Mandaluyong City",1,1,Metro Manila (NCR),Mandaluyong City,,24.05,,0,,https://www.carousell.ph/p/bedspace-for-rent-fame-residences-condominium-1039259702/?t-id=2_2ueQWk7W_1613034777859&t-referrer_browse_type=search_results&t-referrer_request_id=EVn5EMM39Nc6v8gv&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2021/2/9/bedspace_for_rent_fame_residen_1612877912_1d30c5dc_progressive.jpg,description
Male Bedspace Ortigas with Wifi,3500,"MALE BEDSPACE IN ORTIGAS FREE WIFI

09154735238
09154735238

Up and down apartment type.

First floor: salas dining kitchen laundry area and cr.

2nd floor: two rooms. Each has 6 young male professional spacee.

1 month advance 1 month deposit

1K Gen. Atienza St. in front of The Link Centre Bldg inside san antonio village ortigas

3500 All in!
3500 All in!
3500 All in!

Its ironically located in the heart of Ortigas CBD.

Near:
Sm Megamall
Shangrila Mall
PSE
Capitol Commons
Churches
TOP Multi-Corporation Buildings inside Ortigas CBD.
Tiendesitas
The Medical City Ortigas
DRUGSTORES
HARDWARE
CONVINIENCE STORES
VERY ACCESIBLE.
Kindly check our dorm personally para mas maappreciate. Libre lahat
Wifi
Ilaw
Tubig
Magluto
Maglaba
Fully furnished:
Salas with 40 inch flat tv
Dining table 4 seater
Refrigerator
Ironing materials
All your roomates are very professionals (I.T. Eng. CPA, etc.)

09154735238",1K Gen. Atienza St. Brgy. San Antonio Pasig City,2,1,Metro Manila (NCR),Pasig City,San Antonio,80,,,,https://www.carousell.ph/p/male-bedspace-ortigas-with-wifi-1068518652/?t-id=2_2ueQWk7W_1613034777859&t-referrer_browse_type=search_results&t-referrer_request_id=EVn5EMM39Nc6v8gv&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2021/2/9/male_bedspace_ortigas_with_wif_1612860105_49ea3908_progressive,
Condo Sharing Bedspace for Female near Boni and Shaw MRT Aircon wifi n,6500,"Condo Sharing Bedspace for Female near Boni and Shaw MRT Aircon with wifi netflix water heater 

Only 3 pax in the room 
Single Bed
Aircon with wifi and Netflix 
Can do light laundry 
With water heater 

1 trike from Boni / Shaw MRT Station 
Near Kapitolyo, SM Light, and Robinsons Forum 

Clean and quiet..not crowded 
See to appreciate 

Call or contact us for immediate concern"," Pioneer St., Mandaluyong , Pioneer",1,1,Metro Manila (NCR),Mandaluyong City,,32,,0,,https://www.carousell.ph/p/condo-sharing-bedspace-for-female-near-boni-and-shaw-mrt-aircon-wifi-n-274471537/?t-id=kiJbH-OxR9_1613036630712&t-referrer_browse_type=search_results&t-referrer_request_id=nlHbNkNd6RsJ9lgD&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2021/01/01/condo_sharing_bedspace_for_female_near_boni_and_shaw_mrt_aircon_wifi_n_1609500373_e008d49ee_progressive,
Condoshare/Bedspace,6500,,Reliance cor Pines Street Mandaluyong City,2,1,Metro Manila (NCR),Mandaluyong City,Highway Hills,60,,,,https://www.carousell.ph/p/condoshare-bedspace-1062344428/?t-id=kiJbH-OxR9_1613036630712&t-referrer_browse_type=search_results&t-referrer_request_id=W1AMX0MiSh67XfPI&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2021/1/12/condosharebedspace_1610479151_cc157228_progressive.jpg,
BedSpace For Ladies,2500,"BEDSPACE FOR LADIES

- Monthly Rental of Php2,500 / Head
-1 Month Advance & Php1,500 Deposit! (Minimum Stay - 3Months)

-Available - 3 
2 UPPERDECKS
1 LOWER DECK

- Ladies Only
- Near BGC & Ayala about 10 mins to Ayala Ave, Makati City & Global City, Taguig
- Monthly Rental is inclusive of Water & Electricity.
- Kumpleto na matutulog ka na lang, 2 Pillows with Pillow Cases and Bed Sheets (with free wash monthly).
- Free Use of Other Non-Electrical Household Appliances But with Care.
- Cooking Allowed
- Very Peaceful and Quiet Environment
- With Telephone & Wi-fi (Free Use & Access)

-Transient(s) are welcome.
1 Week  - Php1,500
2 Weeks  - Php2,500
3 Weeks  - Php3,000
4 Weeks  - Php3,500",Guadalupe Bliss near BGC & Ayala,1,,Metro Manila (NCR),Makati City,Cembo,12,,,,https://www.carousell.ph/p/bedspace-for-ladies-1069215170/?t-id=zifkTTEW-V_1613356662890&t-referrer_browse_type=search_results&t-referrer_request_id=zGGmmkWIHhThverp&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2021/2/13/bedspace_for_ladies_1613198267_76eca218_progressive.jpg,
Male Bedspace Condo-sharing Makati near Ayala,3500,"Good day !


Our Makati Condo sharing near cash & carry and LRT Gil Puyat station if you are looking for a place near to work place and accessible of all transpo and near all the Malls & Medical store it's good for you our Unit are still have few slots available for Male Working.


Inclusion
- Water & Electricity
- Wifi & Cable
- Fridge & stove
- Sofa & Dining set
- Bed & foam
- Cabinet
- Ceiling fan & stand fan
- Once a week cleaning
- unit keys

Requirements
- rapid test if no rapid we also allow brgy cert and brgy clearance

- 2 photo copies of valid IDs
- 3 or 6 months contract
- 1 month advance and 1 month deposit

for more details you can send a message to admin Anthony - 09069125200 


Thank you",Building IPI Buendia tower Sen. Gil puyat Ave Brgy Palanan Makati City.,3,2,Metro Manila (NCR),Makati City,,90,,,,https://www.carousell.ph/p/male-bedspace-condo-sharing-makati-near-ayala-1030615786/?t-id=zifkTTEW-V_1613356662890&t-referrer_browse_type=search_results&t-referrer_request_id=zGGmmkWIHhThverp&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2020/8/24/male_bedspace_condosharing_mak_1598243023_87fe375f_progressive.jpg,
Male Bedspace QC,4000,"42 sq m furnished studio shared by 2/3 people. 

8 min walk to LRT Anonas Station

exclusive of electricity and water.",Ermin Garcia St Cubao,0,1,Metro Manila (NCR),Quezon City,,40,,,,https://www.carousell.ph/p/male-bedspace-qc-1038961813/?t-id=zifkTTEW-V_1613356662890&t-referrer_browse_type=search_results&t-referrer_request_id=zGGmmkWIHhThverp&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2020/10/2/bedspace_qc_1601640834_909d54cb_progressive.jpg,
Wanted Male/Female Bedspacers,3500,"Female & Male Bedspacers

icon
Mandaluyong City
*Three-storey townhouse (renovated and fully furnished)

*Male boarders/tenants*Rooms for sharing (4-6 in a room)

*monthly rental (rental, electricity, water)

= 3500 for Aircon rooms

*Common Areas such living room, dining area, kitchen

*Complete basic appliances such as television (2 sets), refrigerator and electric fans

*Individual cabinets per tenant

*Easy access to MRT Boni (1 jeepney ride), establishments (fastfoood, restaurants, groceries, drugstores, etc.) and banks

*One month cash advance and only one month deposit.*Strong water and flood free.



Address: 643-A Maharlika St. , Brgy. Plainview , Mandaluyong City .

For inquiry 0999 409 5612",643 A Maharlika St Plainview Mandaluyong City,3,3,Metro Manila (NCR),Mandaluyong City,Plainview,40,,,,https://www.carousell.ph/p/wanted-male-female-bedspacers-1069463829/?t-id=zifkTTEW-V_1613356662890&t-referrer_browse_type=search_results&t-referrer_request_id=zGGmmkWIHhThverp&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2021/2/14/wanted_malefemale_bedspacers_1613315728_84030427_progressive,
Bedspace near BGC Bonifacio Global City SM Aura MarketMarket,2200,"FEMALE bedspacer.

LOCATION: 
>Azalea St. Pembo Makati 
>5-10mins to MarketMarket, BGC Area 
>newly renovated rooms 
>bungalow type, flood free 
>1 toilet&bath/room 
>4 rooms non aircon; 6 pax capacity/room 

RENTAL Fee/person: 
>P2,200/month (non aircon), Upperdeck bed 
>P2,500/month (non aircon), Lowerdeck bed 

INCLUSIVE OF: 
>basic water&electricity 
>free tv w/cable (common area) 
>free wifi use 
>1 electric fan/room 
>bed mattress 
>housekeeping 
>garbage collection 

OTHERS: 
>nearby eateries,sarisari/drug stores,hospital, clinics,laundry shops,hair salon 
>accessible public transpo (tricycle,cab,jeep) 
>good telecom signal,water supply

Pls send SMS before call. Look for Marilou.",,,,Metro Manila (NCR),Makati City,,,,,,https://www.carousell.ph/p/bedspace-near-bgc-bonifacio-global-city-sm-aura-marketmarket-238877671/?t-id=zifkTTEW-V_1613356662890&t-referrer_browse_type=search_results&t-referrer_request_id=zGGmmkWIHhThverp&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2019/07/12/180308_238877671_79e2fe93.jpg,
Bedspace Room for rent in Las pinas...,1200,"Location: Rainbow Marcos Alvarez
7 rms avail.here...
2 - common toilets
4 - common bathrooms
We have submeters.
With  water tank & maynilad
With electric generator

Free Wifi ..   FEMALES ONLY
Electric Fan, Bed , screens,tv
1mo adv; 1mo deposit; 1mo refundable
min 3mos lock period else u forfeit ur deposit

Near Robinson, SM Southmall , Ayala  Town , Puregold,Northgate,  Savemore, las pinas medical . Shopwise, savemore, SM Pamplona

Contact Nilda Villar

0917-  703- 4338  Globe
8802- 1319. Landline",,5,4,Metro Manila (NCR),Las Pinas,,100,,,,https://www.carousell.ph/p/bedspace-room-for-rent-in-las-pinas-239341352/?t-id=PVrePWG8I-_1613356920053&t-referrer_browse_type=search_results&t-referrer_request_id=8LeZDIhdXEuLpHLk&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2019/10/27/bedspace_room_for_rent_in_las_pinas_1572122966_6b61343a_progressive.jpg,
Bedspace McKinley,4500,"Bedspace McKinley

Location: AFPOVAI

Bedspace for rent for  females.  I am renting out 2 rooms in the house. Only 2 persons/room.  The other room is rented solo, so only 3 bedspacers will live there. Room is furnished with aircon, but pay only your  aircon usage which has its own sub-meter.  You can use the living, dining room, and the kitchen. A caretaker also lives inside the house who has her own room/bath. Pls. viber me at +17088344377 or PM me here.  I don? have a local no. Thanks.

=P= 4500/person

Free PLDT WiFi
Free Cooking Gas
Free Drinking Water
Basic Utilities included but with cap.
Parking space available.

Requirements: 
1 Month  Advance and 1 Month Deposit
1 Gov?. ID and/or Company ID (w/ Cert. of Employment)

Only 1 ride to McKinley (10mins)/BGC/SM Aura/Market.
You can take Jeep or Van  ?ate 3 -  Market ?via Lawton Ave.  or  ?P Housing - Market?via Bayani Road from the house.  

Note: 
Availability: March or April 2021",,,,Metro Manila (NCR),Taguig,Western Bicutan,20,,,,https://www.carousell.ph/p/bedspace-mckinley-1069489410/?t-id=PVrePWG8I-_1613356920053&t-referrer_browse_type=search_results&t-referrer_request_id=8LeZDIhdXEuLpHLk&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2021/2/14/bedspace_mckinley_1613342521_15280996_progressive,description
Female Bedspace for Rent - Unit 1630 at Studio Zen,5000,"Female Bedspace for Rent - Unit 1630 at Studio Zen 
((2 Slots (2 upper deck beds) Available))
1811 Taft Avenue, Barangay San Isidro, Pasay City
Rent: P5000/month per person
Studio Unit. Floor Area: 18.43 sqm. Fully furnished with free WiFi, telephone, dining utensils, kitchen utensils, cabinets
All photos posted and video in this link is the is the actual unit: ","1811 Taft Avenue, Barangay San Isidro, Pasay City",0,,Metro Manila (NCR),Pasay City,Barangay 115,18,,,,https://www.carousell.ph/p/female-bedspace-for-rent-unit-1630-at-studio-zen-1069291732/?t-id=PVrePWG8I-_1613356920053&t-referrer_browse_type=search_results&t-referrer_request_id=8LeZDIhdXEuLpHLk&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2021/2/13/female_bedspace_for_rent__unit_1613225962_7fa55715_progressive,
