Unit Title/Description,Price,Description,Street Address,Bedroom,Bathroom,Region,City,Barangay,Floor Area,Lot Area,Parking Space,Pet Friendly,Link,Images,
AMAIA SKIES STA MESA BEDSPACERS,4000,"Amaia Skies Sta. Mesa detail rent
Looking for female bed spacers-Amaia Skies Sta. Mesa, remaining 4 beds available
28th floor
4,000k monthly 
Kasama na ang amenities, association dues
Water at electricity is by load lang naman mas tipid pa

1bedroom type sya so maganda kesa sa studio type at besh Fully Furnished na din! Wala ka na problemahin pa sa gamit. 
Sosyal na condo sa abot kayang renta, grab mo na.

? 3 double deck  (2 occupied na) 
?1 aircon
?2 electricfans
?1 induction cooker
?1 refrigerator
? 1 dishwashing area
?  cabinets available for clothes
? 1 dish cabinet for kitchen utensils
?With kitchen utensils na (saucepan, frying pan, spoon/fork, knives, plates, glass, etc) 
? 1 storage cabinet for foods
? 4 seaters dining table
? Wifi available kapag may tenant na
? Kuryente Load  (papaload for sharing mas cheaper ang gastos kapag ganito
? Water divided sa tenants
? Inclusive of association dues

Accessible to all public transport;
Near SM Sta. Mesa, UERM, PUP
May PUREGOLD / 711/ Laundry/ Cafe and Restauran sa ibaba ng condo
Walking distance - Lourdes Hospital, Don Bosco, Mercury Drug.
Park at swimming pool for adult and kids
 24 hr security

Requirements:
1 mo. advance, 1 mo. deposit
Total of Php 8k pwede ka na makalipat agad. 
Valid I.D
Health Certificate",AMAIA SKIES STA. MESA. V.MAPA EXTENSION STA. MESA MANILA,,,Metro Manila (NCR),Manila,Sampaloc - Barangay 601,33,,,,https://www.carousell.ph/p/amaia-skies-sta-mesa-bedspacers-1064956183/?t-id=qr9c5OJEGu_1612502151110&t-referrer_browse_type=search_results&t-referrer_request_id=hA4bICAzx4T9bVyB&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/24/amaia_skies_sta_mesa_bedspacer_1611471063_129a97d6_progressive, https://media.karousell.com/media/photos/products/2021/1/24/amaia_skies_sta_mesa_bedspacer_1611471063_986c4b36_progressive, https://media.karousell.com/media/photos/products/2021/1/24/amaia_skies_sta_mesa_bedspacer_1611471063_856d9417_progressive, https://media.karousell.com/media/photos/products/2021/1/24/amaia_skies_sta_mesa_bedspacer_1611471064_a57097c9_progressive, https://media.karousell.com/media/photos/products/2021/1/24/amaia_skies_sta_mesa_bedspacer_1611471064_35ea4d21_progressive, https://media.karousell.com/media/photos/products/2021/1/24/amaia_skies_sta_mesa_bedspacer_1611471065_8c96338f_progressive, https://media.karousell.com/media/photos/products/2021/1/24/amaia_skies_sta_mesa_bedspacer_1611471065_8310fe5d_progressive, https://media.karousell.com/media/photos/products/2021/1/24/amaia_skies_sta_mesa_bedspacer_1611471065_c8598dfc_progressive",description
Female bedspace / bedspace for rent in makati near ayala,3000,"Location: Makati
??Near RCBC, Fire station and Makati Medical
??Near Circuit Mall
??Near Shopwise Makati
??Near Jp Rizal and Kalayaan
??One ride going Makati Ave. And Ayala. 

Non AC Room only.
Inclusions:
??Electricity (Consumable) 
??Water (Consumable) 
??Secured CCTV on hallways. 
??Mattress
??Locker
??Common kitchenette with table, chairs and utensils
??Common CR with shower
??Clothes rack and hangers
??Electric fan in kitchen
??Provision for aircon
??Mirror
??Access to Rooftop - sampayan

??Rules and Regulation implemented for safety. 
??No curfew
??Cooking and washing of clothes are allowed 
??1month advance 1month deposit. 
??Valid Id required. 

3 slots available as of Jan 2021

Other info - Contact: 09496179066 / 09217898483
Or visit us: 3938 Yague St. Makati city",Santa Cruz,,2,New,Metro Manila (NCR),Makati City,1 Bathroom,,50 sqm,,https://www.carousell.ph/p/female-bedspace-bedspace-for-rent-in-makati-near-ayala-1063620032/?t-id=qr9c5OJEGu_1612502151110&t-referrer_browse_type=search_results&t-referrer_request_id=XneL8anutCwnwEPS&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951471_ed31c92f_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951471_d7bd54f0_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951471_77f8c048_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951471_4c4d6c3f_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951471_f92e133d_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951471_d05d799d_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951472_2d4aec0e_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951472_b9eb3061_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951472_402408c1_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951472_1542d57c_progressive",description
Smdc shore 1 Condosharing condoshare bedspace,6000,"smdc shore 1 
tower d
rm734-7th floor
in front of SM Moa

need 4person
p28000/month
or p7t bedspace/per head
inclusive condo dues
water & electricity share by tenant

sms-0922-8866120",Moa area,1,1,Metro Manila (NCR),Pasay City,Barangay 1,24.5,,0,,https://www.carousell.ph/p/smdc-shore-1-condosharing-condoshare-bedspace-1050627571/?t-id=V_6UP7IoHk_1612502307188&t-referrer_browse_type=search_results&t-referrer_request_id=ldGoF0XSFE68cWpQ&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/11/21/smdc_shore_1_condosharing_cond_1605975877_55a6117b_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/21/smdc_shore_1_condosharing_cond_1605975878_fa868f2b_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/21/smdc_shore_1_condosharing_cond_1605975878_fab5c49b_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/21/smdc_shore_1_condosharing_cond_1605975878_5d24d3b3_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/21/smdc_shore_1_condosharing_cond_1605975878_ca54325c_progressive.jpg",
Bedspace Near SM City Sta. Mesa and LRT 2 Station in V. Mapa,5300,"The Silk Residences Tower 1 In Ramon Magsaysay Blvd., Santol Street, Sta Mesa, Manila.

Studio 23 SQM
Monthly Rent is 5,300. with Security Deposit 5,300.

Accept : Female Bedspacers Only

Promo Promo Free 1 month rent for Long Term Rental of 1 Year.

Minimum 6 months rent

Call or Text : 0956 830 62 51","Ramon Magsaysay Blvd., Santol Street, Sampaloc, Manila.",1,1,Metro Manila (NCR),Manila,,,,0,,https://www.carousell.ph/p/bedspace-near-sm-city-sta-mesa-and-lrt-2-station-in-v-mapa-1041605403/?t-id=V_6UP7IoHk_1612502307188&t-referrer_browse_type=search_results&t-referrer_request_id=ldGoF0XSFE68cWpQ&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/10/13/bedspace_near_sm_city_sta_mesa_1602584117_ffa0af5f_progressive, https://media.karousell.com/media/photos/products/2020/10/13/bedspace_near_sm_city_sta_mesa_1602584117_ea522cf9_progressive, https://media.karousell.com/media/photos/products/2020/10/13/bedspace_near_sm_city_sta_mesa_1602584117_21f755a3_progressive, https://media.karousell.com/media/photos/products/2020/10/13/bedspace_near_sm_city_sta_mesa_1602584117_0201b241_progressive, https://media.karousell.com/media/photos/products/2020/10/13/bedspace_near_sm_city_sta_mesa_1602584117_34eaece8_progressive, https://media.karousell.com/media/photos/products/2020/10/13/bedspace_near_sm_city_sta_mesa_1602584117_c12c8587_progressive, https://media.karousell.com/media/photos/products/2020/10/13/bedspace_near_sm_city_sta_mesa_1602584117_2ff165fc_progressive, https://media.karousell.com/media/photos/products/2020/10/13/bedspace_near_sm_city_sta_mesa_1602584117_829d6b4a_progressive, https://media.karousell.com/media/photos/products/2020/10/13/bedspace_near_sm_city_sta_mesa_1602584117_c21b81cd_progressive, https://media.karousell.com/media/photos/products/2020/10/13/bedspace_near_sm_city_sta_mesa_1602584117_03a1c006_progressive",
SMDC Mezza residences condoshare bedspace Condosharing,4000,"SMDC Mezza residences -in front of CCP, near UERM, SM sta mezA, MRT sta, along aurora Blvd.
Tower 3, 36th floor penthouse
3 bedroom-3 toilet

need 3 females in one room
p4000 / bedspace/per head
inclusive condo dues.
water & electricity share by tenant

SMS -0922-8866120",G.Araneta corner Aurora Blvd.,3,3,Metro Manila (NCR),Quezon City,Aurora,62,,0,,https://www.carousell.ph/p/smdc-mezza-residences-condoshare-bedspace-condosharing-1050607145/?t-id=V_6UP7IoHk_1612502307188&t-referrer_browse_type=search_results&t-referrer_request_id=ldGoF0XSFE68cWpQ&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/11/21/smdc_mezza_residences_condosha_1605970200_5063a23a_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/21/smdc_mezza_residences_condosha_1605970201_f73f8320_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/21/smdc_mezza_residences_condosha_1605970201_df18f45f_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/21/smdc_mezza_residences_condosha_1605970201_423efd75_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/21/smdc_mezza_residences_condosha_1605970201_ccf5787b_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/21/smdc_mezza_residences_condosha_1605970201_dafc109f_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/21/smdc_mezza_residences_condosha_1605970202_c52ad49b_progressive.jpg",
Bedspace for rent Manhattan Heights Condominium,4000,"?Bedspace for rent 4,000/head?
Studio type unit
We are in need of 3 tenants. 
Almost fully furnished, walang tv lang. 
Preferably for long term lease 6-12 months.
Inclusive of Association dues
Water and electricity not included. 
1 month security deposit + 1 month advance
Sms me in advance if you want to view the unit. 
Thanks for viewing. God bless.","Manhattan Heights Condominium
Araneta Center, Cubao, Quezon City",0,1,Metro Manila (NCR),Quezon City,,27,,,,https://www.carousell.ph/p/bedspace-for-rent-manhattan-heights-condominium-269111870/?t-id=V_6UP7IoHk_1612502307188&t-referrer_browse_type=search_results&t-referrer_request_id=ldGoF0XSFE68cWpQ&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/2/4/bedspace_for_rent_manhattan_he_1612408775_454af876_progressive.jpg, https://media.karousell.com/media/photos/products/2021/2/4/bedspace_for_rent_manhattan_he_1612408775_b84371ea_progressive.jpg, https://media.karousell.com/media/photos/products/2021/2/4/bedspace_for_rent_manhattan_he_1612408776_69d5b835_progressive.jpg, https://media.karousell.com/media/photos/products/2021/2/4/bedspace_for_rent_manhattan_he_1612408776_fdeb6e99_progressive.jpg, https://media.karousell.com/media/photos/products/2021/2/4/bedspace_for_rent_manhattan_he_1612408777_285a1c85_progressive.jpg, https://media.karousell.com/media/photos/products/2021/2/4/bedspace_for_rent_manhattan_he_1612408778_3232c1db_progressive.jpg",description
Bedspace or room for rent Mezza Residences,6000,"??WILL BE AVAILABLE ON April 2, 2020

BEDSPACE for rent or you can rent the whole bedroom with own bathroom for 10,000 pesos per month.  
??if per head, the monthly rent is 6,000 pesos. 
??if more than 2 persons, we can arrange the monthly payment.  
?I prefer female tenants only, students are most welcome. my current tenants are already female.
?Water and electricity not included.
?1 month advance and 1 month security deposit.
•sorry for the pictures, wala akong latest.

sms me if interested 09228866120
thanks for viewing! God bless!",,3,3,Metro Manila (NCR),Quezon City,,,,0,,https://www.carousell.ph/p/bedspace-or-room-for-rent-mezza-residences-276886822/?t-id=V_6UP7IoHk_1612502307188&t-referrer_browse_type=search_results&t-referrer_request_id=ldGoF0XSFE68cWpQ&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/02/09/bedspace_or_room_for_rent_mezza_residences_1581248072_6a9dc7f3_progressive.jpg, https://media.karousell.com/media/photos/products/2020/02/09/bedspace_or_room_for_rent_mezza_residences_1581248072_4195b1d8_progressive.jpg, https://media.karousell.com/media/photos/products/2020/02/09/bedspace_or_room_for_rent_mezza_residences_1581248073_ebcf403f_progressive.jpg, https://media.karousell.com/media/photos/products/2020/02/09/bedspace_or_room_for_rent_mezza_residences_1581248073_afb2b4ef_progressive.jpg",description
Female bedspace / bedspace for rent in makati near ayala,3000,"FEMALE BEDSPACE for Rent.

Location: Makati
??Near RCBC, Fire station and Makati Medical
??Near Circuit Mall
??Near Shopwise Makati
??Near Jp Rizal and Kalayaan
??One ride going Makati Ave. And Ayala. 

Non AC Room only.
Inclusions:
??Electricity (Consumable) 
??Water (Consumable) 
??Secured CCTV on hallways. 
??Mattress
??Locker
??Common kitchenette with table, chairs and utensils
??Common CR with shower
??Clothes rack and hangers
??Electric fan in kitchen
??Provision for aircon
??Mirror
??Rooftop - sampayan

??Rules and Regulation implemented for safety. 
??No curfew
??Cooking and washing of clothes are allowed 
??1month advance 1month deposit. 
??Valid Id required. 

1 slot available 

Other info - Contact: 09496179066 / 09217898483
Or visit us: 3938 Yague St. Makati city",Yague,2,1,Metro Manila (NCR),Makati City,Santa Cruz,50,,0,,https://www.carousell.ph/p/female-bedspace-bedspace-for-rent-in-makati-near-ayala-1056816000/?t-id=V_6UP7IoHk_1612502307188&t-referrer_browse_type=search_results&t-referrer_request_id=488fIVpDi65SSlsB&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/30/female_bedspace__bedspace_for__1612018292_aab32691_progressive.jpg, https://media.karousell.com/media/photos/products/2020/12/17/female_bedspace__bedspace_for__1608211814_48b46f53_progressive.jpg, https://media.karousell.com/media/photos/products/2020/12/17/female_bedspace__bedspace_for__1608211814_252b8703_progressive.jpg, https://media.karousell.com/media/photos/products/2020/12/17/female_bedspace__bedspace_for__1608211815_8a25edfe_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/16/female_bedspace__bedspace_for__1610798735_09533f62_progressive.jpg, https://media.karousell.com/media/photos/products/2020/12/17/female_bedspace__bedspace_for__1608211815_3f20a8ae_progressive.jpg, https://media.karousell.com/media/photos/products/2020/12/17/female_bedspace__bedspace_for__1608211815_8cf60915_progressive.jpg, https://media.karousell.com/media/photos/products/2020/12/17/female_bedspace__bedspace_for__1608211815_3ce36946_progressive.jpg, https://media.karousell.com/media/photos/products/2020/12/22/female_bedspace__bedspace_for__1608610380_e3d032fa_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/16/female_bedspace__bedspace_for__1610798790_bb4a0ff6_progressive.jpg",description
BEDSPACE FOR RENT FEMALE ONLY!,2600,"EXCLUSIVELY  FEMALE BOARDERS  ONLY!
NEAR MRT/ LRT , MOA, VICTORY LINER, PHILTRANCO, EDSA  ETC...

Inclusion:
double  deck w/ mattress 
electricity and water
cabinet 
wifi 
cctv 24/7

Rules:
atleast 6 months contract  
bring  ur own  small electric fan 
curfews 12 am - 5am 
additional 100 pesos  for any items used by electricity  such as ( LAPTOPS,  ELECTRIC KETTLE, IRON  etc...)

Available  Bedspace Slots 
one  slot upper deck  room good for 2 (2,800)
one slot upperdeck w/ own bathroom room good for 2  (3,500) 
two slot upperdeck room good for 4 (2,700)

For inquiries: 
STRICTLY  BY APPOINTMENT  FOR VIEWING 
PLEASE MSG FIRST AND PROVIDE UR  NAME / WORK  SCHEDULE  UPON INQUIRY  
FIRST COME  PERSERVE 

REQUIREMENTS 
copy of govt id 
one month security deposit 
payments upon move in 

thank you...",,3,2,Metro Manila (NCR),Pasay City,Barangay 117,53,,,,https://www.carousell.ph/p/bedspace-for-rent-female-only-1062022227/?t-id=aFjarlHOTP_1612502408083&t-referrer_browse_type=search_results&t-referrer_request_id=MOi24pHhrh8xP772&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/11/bedspace_for_rent_female_only_1610351920_a6817163_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/11/bedspace_for_rent_female_only_1610351920_24bf7343_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/11/bedspace_for_rent_female_only_1610351921_b39b29d3_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/11/bedspace_for_rent_female_only_1610351921_5ba65815_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/11/bedspace_for_rent_female_only_1610351921_860a0def_progressive.jpg",
Bedspace / Roommate / Room Sharing MALE (Pasay),3500,"I'm Looking for: Male Roommates. Naghahanap po ako ng makakasama sa apartment. ?? Preferably Male Working Professionals po. 

PHP3,500 monthly per head. Included na po sa payment ang Fiber connection Unli WiFi and minimum konsumo ng water ??

4 Persons lang po tayo sa spacious na room with Aircon, Own Kitchen and Own Toilet & Bath. 

1 more Slot na lang po. ??

Location:
Crestly Building, 37 Perla St., Pasay City

-Walking distance to 711 / Alfamart / Laundry
-Walking distance to Buendia / Networld Hotel / OWWA 
-10 minute walk to LRT Gil Puyat
-1 ride away to MOA / Ayala Makati / Makati Ave / Kalayaan / Libertad Market / Evangelista / Baclaran
-Walking distance to Gil Puyat main highway
-Highly Accessible to public transportation

Room Inclusions:
-Own Toilet & Bath
-Own Kitchen
-1 Cabinet
-Locker
-2 Double deck beds with Uratex foam (Brand New)
-Stand Fan and Wall Fan (Brand New)
-1.0 HP Aircon (Brand New)
-Water Dispenser
-Own Water & Electric meter
-Gated with 24hrs Security
-WiFi Internet(Free na din po muna on this pandemic days??)
-Dagdag pa ko appliances sa future ??

You can also call this Bedspace po ?? Bedspace na konti lang ang kasama ?? at spacious pa. ??

Payment / Terms:
-PHP3500 monthly per head 
-1 month advance, 1 month deposit & P1k Utilities Security deposit. Kung kulang sa budget, pagusapan natin ??
-Water (Free for minimum rate usage)
-6 months minimum contract 
-If short term, pagusapan natin ??

Other Requirements:
-2 Photocopies of 1 Valid ID and Company ID
-Photocopy of NBI Clearance (pwedeng to follow na lang after magmove in) 
-Rapid Test Result and Barangay Health Clearance - required by the building before move-in for safety purposes. Strikto ang building para iwas COVID. Kung wala ka pa rapid test, or kulang sa budget, pagusapan natin ??

Exclusions:
Electric Bill (will be equally divided)

Other Pros:
-No Covid-19 Positive history in the Building
-Space is not crowded. 4 lang talaga sa room with enough space para magexercise pa sa gitna. ??
-May sariling pinto ang kitchen kaya pag magluluto di papasok ang amoy sa room.
Bed & ventilation is all new. Nakaplastic pa po ang Foam ??
-Pwede na magmove in anytime ??
-Safe and tahimik na environment. 
-Accessible sa lahat. Yung bus/jeep papunta Ayala/Makati Ave/Guadalupe/Kalayaan sa kanto lang sila nagsisimula magsakay kaya bakante pa sila, meaning mas madaling makasakay. ??
Yung multicab papuntang MOA, sa kanto din lang may masasakyan ka na.
Meron din mga jeep sa kanto papunta Evangelista/Harrison/Quiapo/Libertad.
-Madali din makabook ng Grab ??","Crestly Building, 37 Perla St., Pasay City",,1,Metro Manila (NCR),Pasay City,,25,,,,https://www.carousell.ph/p/bedspace-roommate-room-sharing-male-pasay-1039806227/?t-id=aFjarlHOTP_1612502408083&t-referrer_browse_type=search_results&t-referrer_request_id=1S3sWwh6XqbDwwth&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/10/11/bedspace__roommate__room_shari_1602394987_f001f002_progressive.jpg, https://media.karousell.com/media/photos/products/2020/10/11/bedspace__roommate__room_shari_1602394988_cd892e14_progressive.jpg, https://media.karousell.com/media/photos/products/2020/10/6/male_roommates__bedspace__room_1601988803_5a4e2224_progressive.jpg, https://media.karousell.com/media/photos/products/2020/10/6/male_roommates__bedspace__room_1601988804_2b98aa2e_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/2/bedspace__roommate__room_shari_1604281478_2d2559f0_progressive.jpg, https://media.karousell.com/media/photos/products/2020/10/6/male_roommates__bedspace__room_1601988804_ff09e4c9_progressive.jpg, https://media.karousell.com/media/photos/products/2020/10/6/male_roommates__bedspace__room_1601988804_88c179ef_progressive.jpg, https://media.karousell.com/media/photos/products/2020/10/11/bedspace__roommate__room_shari_1602394988_057b8773_progressive.jpg",description
Lady Bedspacer in Mandaluyong,2500,"Lady Bedspacer in Mandaluyong 

Location: 60 P. Cruz, Brgy. Barangka Ibaba, Mandaluyong City 

Floor Area: 10 SQM.

2 PAX per room
2 Common CR
1 Common Kitchen/ Sink
With doubledeck and foam
1  Month deposit & 1 Month advanced 
* Electric fan and wifi not included *
1 ride by tricycle from Boni-EDSA
Near Rockwell Makati

Price: P2,500 per head (2 pax in 1 room); inclusive of light and water

DM me if interested!!!",,1,2,Metro Manila (NCR),Mandaluyong City,Barangka Ibaba,,,,,https://www.carousell.ph/p/lady-bedspacer-in-mandaluyong-1047995964/?t-id=aFjarlHOTP_1612502408083&t-referrer_browse_type=search_results&t-referrer_request_id=1S3sWwh6XqbDwwth&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/11/9/lady_bedspacer_in_mandaluyong_1604934302_4544f6a1_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/9/lady_bedspacer_in_mandaluyong_1604934302_e93a4b7a_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/9/lady_bedspacer_in_mandaluyong_1604934303_ceaf58a7_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/9/lady_bedspacer_in_mandaluyong_1604934303_02ede21d_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/9/lady_bedspacer_in_mandaluyong_1604934303_42de67bb_progressive.jpg",
Female Bedspacers in Masinag,2100,"Wanted female bedspacers in Masinag Antipolo in front of SM Masinag and Super 8, just walking distance to LRT Station and Market Free electricity water and wifi Contact 09189456005 or 09770189343",,4,2,Calabarzon,Antipolo,Mayamot,20,,,,https://www.carousell.ph/p/female-bedspacers-in-masinag-1062322859/?t-id=oLMlImum_3_1612502621903&t-referrer_browse_type=search_results&t-referrer_request_id=Fxc70SENSvFJMeWQ&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/12/female_bedspacers_in_masinag_1610466259_490e7df4_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/12/female_bedspacers_in_masinag_1610466259_5442abc9_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/12/female_bedspacers_in_masinag_1610466259_e40b6cd3_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/12/female_bedspacers_in_masinag_1610466259_d1c6ec39_progressive.jpg",
Bedspace/Condo sharing,3500,"HANAP MO BA AY BEDSPACE Condosharing na ??
??very accessible to MALL OF ASIA, OKADA, COD SOLAIRE (sakay ng orange multicab dadaan na MISMO SA CONDO)
??2-10 minutes walk to LRT Edsa, MRT Edsa, Metropoint, Midas Hotel, Heritage  at Baclaran
??LIPAT AGAD!

PM lang sa iba pang katanungan.",Park Avenue Mansion,1,1,Metro Manila (NCR),Pasay City,,31.44,,,,https://www.carousell.ph/p/bedspace-condo-sharing-240442284/?t-id=oLMlImum_3_1612502621903&t-referrer_browse_type=search_results&t-referrer_request_id=5ZYywsjlavWpm5Ah&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/18/bedspacecondo_sharing_1563421821_29817784_progressive.jpg, https://media.karousell.com/media/photos/products/2019/07/18/bedspacecondo_sharing_1563421821_0907c9f1_progressive.jpg, https://media.karousell.com/media/photos/products/2019/07/18/bedspacecondo_sharing_1563421821_10ffee6d_progressive.jpg, https://media.karousell.com/media/photos/products/2019/07/18/bedspacecondo_sharing_1563421821_9100e9cc_progressive.jpg, https://media.karousell.com/media/photos/products/2019/07/18/bedspacecondo_sharing_1563421822_a12854dd_progressive.jpg, https://media.karousell.com/media/photos/products/2019/07/18/bedspacecondo_sharing_1563421822_d6fd6182_progressive.jpg, https://media.karousell.com/media/photos/products/2019/07/18/bedspacecondo_sharing_1563421822_24d5c8f7_progressive.jpg",description
