Unit Name,Price,Description,Street Address,Bedroom/s,Bathroom/s,Region,City,Barangay,Floor Area,Lot Area,Parking Space,Pet Friendly,Link,Images,Special Character?
Bedspace inside Clark Freeport,2500,"We are offering our rooms inside Clark Freeport for transient and long term stay. We can offer daily/ weekly / monthly rates according to your budget.

Php 500/day - Bedspace 
Php 750/week - Bedspace
Php 2,500/month - Bedspace

We observe proper health protocols and this home is sanitized daily by our staff. All rooms have air-conditioning. There is a common kitchen for cooking. Designated wash room per room. 

Free parking. Kitchen available for cooking. Free shuttle inside Clark. Walking distance to BerthaPhil/Clark Center/CDC Parade Ground.

Call/Txt us at this number: +639175045746","Samat St., Clark Freeport Zone",3,3,Central Luzon,Mabalacat,Dau,150,,,,https://www.carousell.ph/p/bedspace-inside-clark-freeport-1066892419/?t-id=YkTxhsDDaD_1612243463771&t-referrer_browse_type=search_results&t-referrer_request_id=KJ_npGgyv7dnWVUp&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/2/1/bedspace_inside_clark_freeport_1612215086_df200a1a_progressive, https://media.karousell.com/media/photos/products/2021/2/1/bedspace_inside_clark_freeport_1612215604_c2b8e19d_progressive, https://media.karousell.com/media/photos/products/2021/2/1/bedspace_inside_clark_freeport_1612215604_5fcd4e6b_progressive, https://media.karousell.com/media/photos/products/2021/2/1/bedspace_inside_clark_freeport_1612215604_2485897b_progressive",
Bedspace or Room for rent,4000,"Bedspace 4k per month. (Or room for rent 12k per month) Includes bed with mattress, water and electricity, electric fan, small cabinet, drinking water, limited laundry.",Bf Homes Paranaque,1,1,Metro Manila (NCR),Paranaque City,,,,,,https://www.carousell.ph/p/bedspace-or-room-for-rent-1026173307/?t-id=YkTxhsDDaD_1612243463771&t-referrer_browse_type=search_results&t-referrer_request_id=KJ_npGgyv7dnWVUp&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/8/5/bedspace_or_room_for_rent_1596620425_9163f5d2_progressive.jpg, https://media.karousell.com/media/photos/products/2020/8/5/bedspace_or_room_for_rent_1596620425_b86428a0_progressive.jpg, https://media.karousell.com/media/photos/products/2020/8/5/bedspace_or_room_for_rent_1596620425_11da456b_progressive.jpg, https://media.karousell.com/media/photos/products/2020/8/5/bedspace_or_room_for_rent_1596620425_8b6589bc_progressive.jpg",
Bedspace available BF Paranaque,4000,"Includes bed with mattress, water and electricity, electric fans, WiFi, laundry
Safe secure neighborhood. No curfew",Bf homes Paranaque,1,1,Metro Manila (NCR),Paranaque City,,,,,,https://www.carousell.ph/p/bedspace-available-bf-paranaque-238567704/?t-id=YkTxhsDDaD_1612243463771&t-referrer_browse_type=search_results&t-referrer_request_id=KJ_npGgyv7dnWVUp&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/12/000602_238567704_361ac19c.jpg, https://media.karousell.com/media/photos/products/2019/07/12/000602_238567704_683f1569.jpg, https://media.karousell.com/media/photos/products/2020/8/28/bedspace_available_bf_paranaqu_1598634993_7fa0dd54_progressive.jpg, https://media.karousell.com/media/photos/products/2020/8/28/bedspace_available_bf_paranaqu_1598634994_87ba60a3_progressive.jpg",
Lady Bedspacer Near Ortigas and Eastwood,2000,"Furnished with wifi, fridge, stove, bed with Uratex foam, electric fan, water purifier, and with own cabinet. 
Inclusive of water and electricity
Safe and quiet place","Doña Juana Subdivision Rosario, Pasig City",1,1,Metro Manila (NCR),Pasig City,Rosario,60,,,,https://www.carousell.ph/p/lady-bedspacer-near-ortigas-and-eastwood-238554045/?t-id=YkTxhsDDaD_1612243463771&t-referrer_browse_type=search_results&t-referrer_request_id=KJ_npGgyv7dnWVUp&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/12/000149_238554045_c0080d4f.jpg, https://media.karousell.com/media/photos/products/2019/07/12/000149_238554045_47677986.jpg, https://media.karousell.com/media/photos/products/2019/07/12/000149_238554045_d3731824.jpg",
BEDSPACE FOR 2 or SOLO ROOM FOR RENT (for ladies only),3500,"BEDSPACE FOR 2 WORKING LADIES/SOLO ROOM FOR RENT
- 1 bedroom for 2 lady bedspacers
- available starting Feb 26

location:
- guadalupe viejo, makati city
- walking distance to edsa guadalupe, rockwell makati, guadalupe mrt station and guadalupe public market
- 1 jeepney ride to makati cbd (ayala, paseo de roxas, makati avenue, rcbc), makati city hall, lrt buendia
- accessible to public transportation (mrt, buses and jeepneys)

description:
- clean and spacious
- newly painted
- well ventilated (with 2 windows)
- bedroom located on the second floor
- toilet is common
- kitchen is common
- no curfew
- environment is safe 
- no crimes reported in our area
- flood free
- no water supply interruption

rate:
- P3500/pax/month, minimum 6 months contract
- 1 month advance and 2 months security deposit 

terms of payment:
- 1 month advance and 1 month security deposit are payable on or before move-in
- another 1 month security deposit is payable within 30 days upon move-in

inclusions:
? ceiling fan
? bunk bed with 6 inches mattress 
? drawers
? garment rack 
? shoe rack
? use of common areas
? cooking is allowed (no extra charge for the lpg)
? manual washing of clothes is allowed (though there is a nearby self-service laundry shop)
? purified water

exclusions:
? utilities - electricity in excess of P500 and water in excess of P200 to be paid by the tenant/s.
? no wifi for now but we can get a plan soon (bill to be equally divided)
? no air-conditioning unit

requirements:
- copy of 2 valid ids and current company id
- nbi clearance
- medical certificate",,1,,Metro Manila (NCR),Makati City,Guadalupe Viejo,15,,,,https://www.carousell.ph/p/bedspace-for-2-or-solo-room-for-rent-for-ladies-only-1066544787/?t-id=wSHegLBj-L_1612243658833&t-referrer_browse_type=search_results&t-referrer_request_id=CQc4dDGrE8CPPUsh&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/31/bedspace_for_2_or_solo_room_fo_1612083098_9d27da20_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/31/bedspace_for_2_or_solo_room_fo_1612083098_d0b953c8_progressive.jpg",description
bedspace ladies only san juan,3500," Bedspace for ladies only, 3,500 per person own bathroom free electricity and water and use of kitchen laundry area.",,,,Metro Manila (NCR),San Juan City,,20,,,,https://www.carousell.ph/p/bedspace-ladies-only-san-juan-238746758/?t-id=wSHegLBj-L_1612243658833&t-referrer_browse_type=search_results&t-referrer_request_id=CQc4dDGrE8CPPUsh&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/12/170123_238746758_f03fa034.jpg, https://media.karousell.com/media/photos/products/2019/07/12/170123_238746758_1bfd0b2f.jpg, https://media.karousell.com/media/photos/products/2019/07/12/170123_238746758_54ef5cf0.jpg, https://media.karousell.com/media/photos/products/2019/07/16/bedspace_ladies_only_san_juan_1563279294_58b97621_progressive.jpg, https://media.karousell.com/media/photos/products/2019/07/16/bedspace_ladies_only_san_juan_1563279294_4ec956fd_progressive.jpg, https://media.karousell.com/media/photos/products/2019/07/16/bedspace_ladies_only_san_juan_1563279294_550fa23f_progressive.jpg, https://media.karousell.com/media/photos/products/2019/07/16/bedspace_ladies_only_san_juan_1563279294_c48b7022_progressive.jpg, https://media.karousell.com/media/photos/products/2020/03/02/bedspace_ladies_only_san_juan_1583116898_cd47741b_progressive.jpg",
Boarding House Bedspace Room for Rent Sampaloc Manila,2300,"**Additional details can be seen on photos**

Bed space Rate is 2,300Php / head / month, inclusive of Water & Basic Electricity.

Apat katao sa regular room (4 x 2.3k) at 6 sa big room. We require 1 month advance & 3k deposit. First come first serve basis

Our address is 1032 Macamisa / Tacio Street Sampaloc Manila at the back of PLDT Tower Espana

Pwedeng maglaba at meron din kaming coin operated washing machine at tumble dryer para di kayo mahirapan.

Text message us for reservation (NO CALLS PLS). (7am-8pm). Thanks!",1028 Macamisa Street,1,1,Metro Manila (NCR),Manila,,20,,,,https://www.carousell.ph/p/boarding-house-bedspace-room-for-rent-sampaloc-manila-238486610/?t-id=wSHegLBj-L_1612243658833&t-referrer_browse_type=search_results&t-referrer_request_id=CQc4dDGrE8CPPUsh&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/11/230709_238486610_57bd7fe4.jpg, https://media.karousell.com/media/photos/products/2019/07/11/230709_238486610_8cf82c03.jpg, https://media.karousell.com/media/photos/products/2019/07/11/230709_238486610_b3b70f22.jpg, https://media.karousell.com/media/photos/products/2019/07/11/230709_238486610_97c45667.jpg, https://media.karousell.com/media/photos/products/2019/07/11/230709_238486610_0237c7ee.jpg, https://media.karousell.com/media/photos/products/2019/07/11/230709_238486610_c8a85dff.jpg, https://media.karousell.com/media/photos/products/2019/07/11/230709_238486610_62103dbb.jpg, https://media.karousell.com/media/photos/products/2019/07/11/230709_238486610_9912429f.jpg, https://media.karousell.com/media/photos/products/2019/07/11/230709_238486610_59876450.jpg, https://media.karousell.com/media/photos/products/2019/07/11/230709_238486610_cb737916.jpg",
(Lady) Bedspace - 5K all-in,4500,Pay 1 month advance and first month stay,"Qubix Condominium, Pedro Gil St., Paco, Manila
? Internet
? 24/7 security
? walking distance to Pedro Gil LRT",,2,Metro Manila (NCR),Manila,,0,,,,https://www.carousell.ph/p/lady-bedspace-5k-all-in-242140630/?t-id=wSHegLBj-L_1612243658833&t-referrer_browse_type=search_results&t-referrer_request_id=CQc4dDGrE8CPPUsh&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2019/07/27/lady_bedspace__5k_allin_1564157793_c4360358_progressive.jpg,
Bedspace for girls katipunan Quezon city,3500,"girls bedspace or transient available
3500 monthly
1 month deposit only
no advance needed
3person in room
share room
with own closet and table space??
maluwag ang malinis ang kwarto
with 24 hours security guard at the building compound
free electricity and WiFi, water
pwedi magluto at maglaba, with laundry area and sampayan
for inquiries/09275601443
look for alice
or visit 285 alcal bldg katipunan ave Quezon city",285 alcal bldg katipunan ave loyola heights Quezon city,2,2,Metro Manila (NCR),Quezon City,Katipunan,25,,,,https://www.carousell.ph/p/bedspace-for-girls-katipunan-quezon-city-1066244442/?t-id=ngA_dwMPBF_1612243744448&t-referrer_browse_type=search_results&t-referrer_request_id=skrvesncfRC8JW6u&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/30/bedspace_for_girls_katipunan_q_1611980240_2c48e360_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/30/bedspace_for_girls_katipunan_q_1611980241_63f56aae_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/30/bedspace_for_girls_katipunan_q_1611980241_34cd6933_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/30/bedspace_for_girls_katipunan_q_1611980241_8bba1540_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/30/bedspace_for_girls_katipunan_q_1611980241_e0844fe6_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/30/bedspace_for_girls_katipunan_q_1611980241_ae65d00d_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/30/bedspace_for_girls_katipunan_q_1611980241_671660a4_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/30/bedspace_for_girls_katipunan_q_1611980242_620e329c_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/30/bedspace_for_girls_katipunan_q_1611980242_0db84cc8_progressive.jpg",description
Male Bedspace Katipunan,2750,"Room for 2
Room for 4
Solo Room inclusive of wifi

Very affordable male bedspace.. clean, accessible just right across ateneo de manila and miriam college, 1 jeepney ride to UP Diliman qc, 3-5 mins walk to supermarket, banks, restaurants, etc... 10-15 min. walk or 1 jeepney/tricycle ride to katipunan quezon city lrt station.  

No Curfew

Rent is inclusive of water. 

FREE use of refrigerator. 

Wi-Fi connection also available for Php 300.00/month (optional).

Additional Php 300.00 per appliance. 

Electric Fan less than 50 watts is for FREE.",,,,Metro Manila (NCR),Quezon City,Loyola Heights,20,,,,https://www.carousell.ph/p/male-bedspace-katipunan-1066074668/?t-id=ngA_dwMPBF_1612243744448&t-referrer_browse_type=search_results&t-referrer_request_id=-0YvbX4-W1y_HRRH&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2021/1/29/male_bedspace_katipunan_1611905504_be5929f4_progressive.jpg,
Bedspace Ladies only,2500,"bedspace for ladies only
near LRT Libertad 
2.5k a month inclusive of water and electric
09105477777 call for details",,1,,Metro Manila (NCR),Pasay City,,20,,,,https://www.carousell.ph/p/bedspace-ladies-only-1025441900/?t-id=ngA_dwMPBF_1612243744448&t-referrer_browse_type=search_results&t-referrer_request_id=skrvesncfRC8JW6u&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/8/2/bedspace_ladies_only_1596363706_cd8b470c_progressive.jpg, https://media.karousell.com/media/photos/products/2020/8/2/bedspace_ladies_only_1596363706_84272f43_progressive.jpg, https://media.karousell.com/media/photos/products/2020/8/2/bedspace_ladies_only_1596363706_cc2e7715_progressive.jpg",
Female Bedspace for rent near Madrigal bus. Park Alabang and Las Pinas,2300,"Add: Champaca St., Castillo Park Subd., Almanza Uno, Las Pinas beside Ohana Place Condo and in front of Good year, 2 mins walk to Alabang-Zapote Road. 

Bedspace 4 rent STRICTLY FOR LADIES ONLY 
Preferably working ladies w/ morning work schedule, with PLEASING PERSONALITY & malinis s bahay.

*Konting gamit lang pwedeng dalhin kasi maliit lang yong space.
1 SLOT AVAILABLE
Upper deck - Php 2,300/month inclusive of water & basic electricity 
*Contact no.0917*955*9410
*Min. 3 months contract 
*1 month advance & 2 months deposit 
2 valid Id's required 

House rules: 
NO GUEST ALLOWED TO ENTER THE PREMISES. 
NO CURFEW 
NO SMOKING & ALCOHOLIC DRINKING 
CLEAN AS YOU GO","Castill Park Subdivision, Almanza Uno Las Pinas City",1,2,Metro Manila (NCR),Las Pinas,Almanza Uno,64,,,,https://www.carousell.ph/p/female-bedspace-for-rent-near-madrigal-bus-park-alabang-and-las-pinas-1057520471/?t-id=ngA_dwMPBF_1612243744448&t-referrer_browse_type=search_results&t-referrer_request_id=skrvesncfRC8JW6u&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/12/20/female_bedspace_for_rent_near__1608485857_37d14299_progressive, https://media.karousell.com/media/photos/products/2020/12/20/female_bedspace_for_rent_near__1608485857_67c63f8b_progressive, https://media.karousell.com/media/photos/products/2020/12/20/female_bedspace_for_rent_near__1608485857_911bcea2_progressive, https://media.karousell.com/media/photos/products/2020/12/20/female_bedspace_for_rent_near__1608485857_725dad0e_progressive, https://media.karousell.com/media/photos/products/2020/12/20/female_bedspace_for_rent_near__1608485858_1bcc6a83_progressive, https://media.karousell.com/media/photos/products/2020/12/20/female_bedspace_for_rent_near__1608485858_cd35c302_progressive, https://media.karousell.com/media/photos/products/2020/12/20/female_bedspace_for_rent_near__1608485858_3e535787_progressive, https://media.karousell.com/media/photos/products/2020/12/20/female_bedspace_for_rent_near__1608485858_e1df2fc7_progressive, https://media.karousell.com/media/photos/products/2020/12/20/female_bedspace_for_rent_near__1608485858_deb824a1_progressive, https://media.karousell.com/media/photos/products/2020/12/20/female_bedspace_for_rent_near__1608485858_604b4e06_progressive",
Bedspace/ Condo Sharing for Female,3500,"Bedspace/Condo Sharing for Female at Shaw Tower  Condominium Mandaluyong Ortigas Greenhills Pasig
Don’t waste your time in traffic, live close where you work, work close where you live

*back of Shangri-La mall
*near SM megamall and Ortigas Center
*Just minutes walk from MRT shaw station and Edsa Crossing
*Infront of St. Francis Church and Lourdes School Mandaluyong 

*Bed cabinet fan provided
*TV
*Fully Furnished
*Cooking allowed with Ref and stove
*Laundry area
*Free use of building amenities
*Safe 24hr security and CCTV
P3500/person
For inquiries please call/text anne 09273258082",,,,Metro Manila (NCR),Mandaluyong City,,45,,,,https://www.carousell.ph/p/bedspace-condo-sharing-for-female-250633268/?t-id=ngA_dwMPBF_1612243744448&t-referrer_browse_type=search_results&t-referrer_request_id=LDpsV16Rm0r24-OV&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2019/09/10/bedspace_condo_sharing_for_female_1568093158_986dfd1d_progressive.jpg,description
Room for rent quezon city bedspace,3999,"..P4000 room. may sink and cr
(hiwalay ang bayad ng tubig at kuryente) 

malapit sa Lahat. 
nilalakad lang sa ever mall,shopwise Commonwealth qc
1 ride sa philcoa,cubao,quiapo, fairview

makakauwi ka anytime dahil Hindi na kailangan mag special tricycle,lakad lang sakay ka na sa public transportation.

1 month advance and 1 month dp
NO PARKING sa car & motor,bike(PARA WALANG HARANG) ,no pets

Bedspace also available
For male bedspace
For female bedspace
Mag tanong ka lang ;)",,,,Metro Manila (NCR),Quezon City,Matandang Balara,60,,,,https://www.carousell.ph/p/room-for-rent-quezon-city-bedspace-1065891076/?t-id=ngA_dwMPBF_1612243744448&t-referrer_browse_type=search_results&t-referrer_request_id=LDpsV16Rm0r24-OV&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/28/room_for_rent_quezon_city_beds_1611827154_9b090666_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/28/room_for_rent_quezon_city_beds_1611827154_16a89d03_progressive.jpg",
Bedspace for Rent,1250,"Male or Female welcome.

P1,250 per person, per month including water & electric, ex cooking.

2081a N. Cuevas St. Kalawaan, Pasig City. About 1km away from Pasig Market.

Payment options.

Option (A) 1 mth (P1,250) deposit, 1 mth (P1,250) rent (Total P2,500) at commencement + 1 mth after commencement (P1,250) and monthly thereafter.

Option (B) 1 mth rent (P1,250) at commencement + 15 days after commencement - 1 mth deposit (P1250), + 1 mth after commencement 1 mth rent (P1,250) & monthly thereafter.

Option (C) 1 mth rent (P1,250) at commencement, + 15 days after commencement 1 mth deposit (P1,250) + 30 days after commencement - 15 days rent (P625), + every 15 days rent of (P625) thereafter.

Dont ask if available.",,1,1,Metro Manila (NCR),Pasig City,,3,,,,https://www.carousell.ph/p/bedspace-for-rent-238937376/?t-id=ngA_dwMPBF_1612243744448&t-referrer_browse_type=search_results&t-referrer_request_id=LDpsV16Rm0r24-OV&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2019/07/12/182244_238937376_4b7feba6.jpg,
Affordable Bedspace for men(Preferably works in a callcenter),1700,"Quezon City
STRONG AND CLEAN WATER.
NO FLOODING.
CCTV PROTECTED VERY SAFE

Located at: 12 AP Townhomes Don Faustino St. Don Antonio Heights, Q.C.
5 mins. to Jollibee Isidora and Puregold.
Walking distance from Commonwealth Hi-way( 10 mins.)
NO Flooding.
Safe and convenient.
Free Wi-Fi.
NEAR F.E.U.
NATIONAL BOOKSTORE
PUREGOLD
AUB BANK
PNB
BDO
CHINABANK
SECURITY BANK

SM Malls( SAN MATEO, FAIRVIEW, SM NORTH)
CALLCENTER(One Felicity CENTER, Contact Solutions,, Afni, TechnoHub)
Near Schools(U.P Diliman, F.E.U, AICS, STI
, Mary the Queen College, Jollibee, Mcdonalds,
Cebuana, Puregold, SandiganBayan, GPI, Silver Star).
Mandarin Sky,
Fitness First Gym
Ideal for reviewer and students. Accept Transient
NeTricycle station.
Strong water and 24 hrs trans.

Pls send sms for the add. &amp; sched. of viewing. look for ms. Yumi

globe-09264255908 smart -09073220018 /4277491

lady bedspace quezon city
lady bedspace quezon city
Dormitory

Pls send sms for the add. &amp; sched. of viewing. look for ms. Yumi
read more
1 month ago In Townhouse
Location
Street Address
12 AP Townhomes Don Faustino corner. Kasiyahan St.
Unit Details
Bedrooms
4 Bedrooms
Floor Area
60 sqm.
Furnishing
Full",12 AP Townhomes Don Faustino corner. Kasiyahan St. Don Antonio Heigths Quezon City,4,,Metro Manila (NCR),Quezon City,,60,,,,https://www.carousell.ph/p/affordable-bedspace-for-men-preferably-works-in-a-callcenter-1043683023/?t-id=ngA_dwMPBF_1612243744448&t-referrer_browse_type=search_results&t-referrer_request_id=LDpsV16Rm0r24-OV&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/10/21/affordable_bedspace_for_menpre_1603294311_e3281808_progressive, https://media.karousell.com/media/photos/products/2020/10/21/affordable_bedspace_for_menpre_1603294311_a8fdc8e1_progressive, https://media.karousell.com/media/photos/products/2020/10/21/affordable_bedspace_for_menpre_1603294311_54297c00_progressive, https://media.karousell.com/media/photos/products/2020/10/21/affordable_bedspace_for_menpre_1603294311_c9471c61_progressive, https://media.karousell.com/media/photos/products/2020/10/21/affordable_bedspace_for_menpre_1603294311_ff4fe738_progressive, https://media.karousell.com/media/photos/products/2020/10/21/affordable_bedspace_for_menpre_1603294311_56a9031d_progressive",
Female bedspace mandaluyong,22,"near jru
near school
near churches
near market
transporation","near market and jeepney
near school",2,2,Metro Manila (NCR),Mandaluyong City,Hagdang Bato Itaas,50,,,,https://www.carousell.ph/p/female-bedspace-mandaluyong-1065626718/?t-id=ngA_dwMPBF_1612243744448&t-referrer_browse_type=search_results&t-referrer_request_id=vLqHF60At_9rC81v&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/27/female_bedspace_mandaluyong_1611727868_bbec72ad_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/27/female_bedspace_mandaluyong_1611727868_e97517e0_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/27/female_bedspace_mandaluyong_1611727868_2083011f_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/27/female_bedspace_mandaluyong_1611727868_4eb5e474_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/27/female_bedspace_mandaluyong_1611727868_1842d7fc_progressive.jpg",
Makati Male Professional Room for Rent Bedspace,2800,"LIMITED PROMO: Free Move-in transport (within Makati and nearby areas)
TXT/SMS Sun: 0943-483-0099

Makati Male Bedspace Room for Rent Apartment for Male Professionals Boarding House Condominium and Dormitory Style. Flood Free.

ONLY ONE RIDE FROM:
Ayala, Buendia/Gil Puyat, Rockwwell, LRT, MRT, EDSA-Guadalupe, Mapua, RCBC, Ayala Malls Circuit Makati, Makati Ave., Malugay

RATE: (Limited slots left. Txt first to confirm availability.)
Top Bed - 2,800/mo.
Bottom Bed - 3,000/mo.

Features:
Spacious Social Hall, Common Areas
Regular Housekeeping
CCTV for Security
Kitchen

Free:
Water
Electricity
High Speed Wi-Fi
Hot and Cold Filtered Drinking Water
Flat TV with Cable
Steel Beds
Uratex Foam Mattress

TXT/SMS Sun: 0943-483-0099",MAKATI,5,4,Metro Manila (NCR),Makati City,,100,,,,https://www.carousell.ph/p/makati-male-professional-room-for-rent-bedspace-238002475/?t-id=ngA_dwMPBF_1612243744448&t-referrer_browse_type=search_results&t-referrer_request_id=LDpsV16Rm0r24-OV&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/09/makati_male_professional_room_for_rent_bedspace_1562633307_adce840c0_progressive, https://media.karousell.com/media/photos/products/2019/07/09/makati_male_professional_room_for_rent_bedspace_1562633307_2f72790b1_progressive, https://media.karousell.com/media/photos/products/2019/07/09/makati_male_professional_room_for_rent_bedspace_1562633307_5feae5402_progressive, https://media.karousell.com/media/photos/products/2019/07/09/makati_male_professional_room_for_rent_bedspace_1562633307_f5764d003_progressive",
Female bedspace in Las Pinas near RFC Starmall,2000,"Triple deck (lower deck = P2,300 / middle = P2,150 / upper = P2,000).
First month's rent and advance deposit required.
Utilities included.
Safe and secure.
Spacious bed.
Clean facilities.
No flooding.
Near the highway.
Quiet neighborhood.
Free use of TV, refrigerator, wifi/internet, etc.
Located at 37 Libra Street, Pamplona Park Subdivision, Pamplona 2, Las Pinas City.
Just walking distance from Red Ribbon/Starmall.
15 minutes away from Perpetual University.
Note:  If you can see the posting, it's available.

For more info, you may also contact my caretaker, Necitas at zero-nine-nine-eight-two-two-three-zero-one-four-zero.",,,,Metro Manila (NCR),Las Pinas,,150,,,,https://www.carousell.ph/p/female-bedspace-in-las-pinas-near-rfc-starmall-239191594/?t-id=ngA_dwMPBF_1612243744448&t-referrer_browse_type=search_results&t-referrer_request_id=LDpsV16Rm0r24-OV&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/12/195014_239191594_d91e47c2.jpg, https://media.karousell.com/media/photos/products/2019/07/12/195014_239191594_13daf9ee.jpg, https://media.karousell.com/media/photos/products/2019/07/12/195014_239191594_d8b32d8f.jpg, https://media.karousell.com/media/photos/products/2019/07/12/195014_239191594_38508579.jpg, https://media.karousell.com/media/photos/products/2019/07/12/195014_239191594_023b3042.jpg, https://media.karousell.com/media/photos/products/2019/07/12/195014_239191594_17353923.jpg",
